"annotation_id","choice","annotation_type","from_name","completion_id","project_id","task_id","completed_by_id","annotation_value_flag"
Eoylj41l7P,"[""Exclude""]",choices,exclude,1451,7,236092,121,
RfsBiIA6qF,"[""Emergency""]",choices,severity,1452,7,236097,121,0
Fq9JWRtPHk,"[""Emergency""]",choices,severity,1453,7,236098,121,0
eV1VxhbrBS,"[""Emergency""]",choices,severity,1454,7,236107,121,0
Vbgx7c4MwG,"[""Emergency""]",choices,severity,1455,7,236108,121,0
CvpJ3LH6Wo,"[""Non Emergency [Doctor]""]",choices,severity,1456,7,236111,121,3
tPy2NS8Ggh,"[""Exclude""]",choices,exclude,1457,7,236112,121,
iMcay_yjfh,"[""Emergency""]",choices,severity,1458,7,236116,121,0
yRvS_iPGTo,"[""Emergency""]",choices,severity,1459,7,236117,121,0
PC585VE5Lc,"[""Emergency""]",choices,severity,1460,7,236119,121,0
XsJEl4mg4n,"[""Emergency""]",choices,severity,1461,7,236120,121,0
LIRKAxkwUn,"[""Emergency""]",choices,severity,1462,7,236123,121,0
GLlKAZ68u-,"[""Emergency""]",choices,severity,1463,7,236124,121,0
i1vVlPpGrY,"[""Exclude""]",choices,exclude,1464,7,236126,121,
"8i0777OuZy","[""Emergency""]",choices,severity,1465,7,236127,121,0
bUihz9-KDr,"[""Emergency""]",choices,severity,1466,7,236132,121,0
xusjH5J5lC,"[""Emergency""]",choices,severity,1467,7,236133,121,0
"0tcshmxYkK","[""Exclude""]",choices,exclude,1468,7,236137,121,
_azGzAFo4O,"[""Emergency""]",choices,severity,1469,7,236138,121,0
NgSccVJn8F,"[""Emergency""]",choices,severity,1470,7,236141,121,0
"1rwWSpYoUU","[""Emergency""]",choices,severity,1471,7,236144,121,0
fafxZdyb0g,"[""Emergency""]",choices,severity,1472,7,236148,121,0
IaWQCom4id,"[""Emergency""]",choices,severity,1473,7,236151,121,0
VbzIiMtBdu,"[""Emergency""]",choices,severity,1475,7,236156,121,0
RBoJ17gZR8,"[""Emergency""]",choices,severity,1476,7,236158,121,0
l1kLQeQfm2,"[""Non Emergency [Doctor]""]",choices,severity,1477,7,236179,121,3
f-dzNqm7N9,"[""Emergency""]",choices,severity,1478,7,236180,121,0
tn5WpO-EYb,"[""Emergency""]",choices,severity,1474,7,236155,121,0
oAGp8z33aM,"[""Non Emergency [No Doctor]""]",choices,severity,1479,7,236182,121,2
"5ioqleoiMl","[""Emergency""]",choices,severity,1480,7,236183,121,0
MTVu8KGAHH,"[""Emergency""]",choices,severity,1481,7,236189,121,0
VrINbDznYz,"[""Non Emergency [No Doctor]""]",choices,severity,1482,7,236190,121,2
"0L8YkrRkc5","[""Emergency""]",choices,severity,1483,7,236194,121,0
dv9cn03Zj4,"[""Non Emergency [Doctor]""]",choices,severity,1484,7,236195,121,3
Zvn0ERih8r,"[""Non Emergency [No Doctor]""]",choices,severity,1485,7,236198,121,2
b9nePTeCHX,"[""Emergency""]",choices,severity,1486,7,236199,121,0
bMqAczCSpQ,"[""Emergency""]",choices,severity,1487,7,236240,121,0
z5pHYdmsGZ,"[""Non Emergency [No Doctor]""]",choices,severity,1489,7,236254,121,2
pGLrSDLVlb,"[""Non Emergency [No Doctor]""]",choices,severity,1490,7,236255,121,2
UER-fhcnnr,"[""Emergency""]",choices,severity,1491,7,236259,121,0
K9ddFgwtRQ,"[""Emergency""]",choices,severity,1492,7,236262,121,0
"0TLnhd3vKv","[""Emergency""]",choices,severity,1493,7,236272,121,0
Y_iVkbdSpF,"[""Non Emergency [Doctor]""]",choices,severity,1494,7,236281,121,3
AH9CtBuQLw,"[""Emergency""]",choices,severity,1495,7,236285,121,0
tWjkhKDGM0,"[""Exclude""]",choices,exclude,1496,7,236286,121,
tEC-g4nk97,"[""Non Emergency [No Doctor]""]",choices,severity,2031,7,237097,121,2
"8PXAWmjt3_","[""Non Emergency [Doctor]""]",choices,severity,1498,7,236300,121,3
L1kPuYHYVt,"[""Exclude""]",choices,exclude,1511,7,236549,121,
txWib9PCQK,"[""Non Emergency [Doctor]""]",choices,severity,1497,7,236295,121,3
iTdhXAUoNB,"[""Emergency""]",choices,severity,1499,7,236310,121,0
tAJJQa1hIa,"[""Emergency""]",choices,severity,1500,7,236315,121,0
zSHttY7GYW,"[""Emergency""]",choices,severity,1501,7,236337,121,0
fBcwFinhva,"[""Emergency""]",choices,severity,1502,7,236338,121,0
ZNVxeDSIej,"[""Emergency""]",choices,severity,1503,7,236341,121,0
Z0Ut2vz-RY,"[""Emergency""]",choices,severity,1504,7,236348,121,0
UziJtfni96,"[""Emergency""]",choices,severity,1505,7,236372,121,0
kmBciFLd4f,"[""Non Emergency [No Doctor]""]",choices,severity,1506,7,236417,121,2
x2UdKrCqRH,"[""Exclude""]",choices,exclude,1507,7,236539,121,
aRLAEaacA-,"[""Emergency""]",choices,severity,1508,7,236540,121,0
_KV0BOhTAq,"[""Exclude""]",choices,exclude,1509,7,236544,121,
VoWTIKAShB,"[""Exclude""]",choices,exclude,1510,7,236545,121,
qgLEW4sDfb,"[""Emergency""]",choices,severity,1512,7,236550,121,0
qNAwMyXhNs,"[""Emergency""]",choices,severity,1513,7,236113,121,0
kxBjPAFQIG,"[""Emergency""]",choices,severity,1514,7,236114,121,0
lRZ9j1f4I-,"[""Emergency""]",choices,severity,1515,7,236128,121,0
R6zfNjbCDY,"[""Emergency""]",choices,severity,1516,7,236129,121,0
RabXSJ-lXF,"[""Emergency""]",choices,severity,1517,7,236152,121,0
ElLAf_ztCy,"[""Emergency""]",choices,severity,1519,7,236157,121,0
ZJx6TMpoNY,"[""Emergency""]",choices,severity,1520,7,236159,121,0
K7N-9CQ3F_,"[""Emergency""]",choices,severity,1521,7,236163,121,0
"108e213GKl","[""Emergency""]",choices,severity,1522,7,236164,121,0
ZSWKOBel1t,"[""Non Emergency [Doctor]""]",choices,severity,1523,7,236166,121,3
VgXzQ7KHRS,"[""Non Emergency [Doctor]""]",choices,severity,1524,7,236167,121,3
G05Jxew3N8,"[""Emergency""]",choices,severity,1525,7,236170,121,0
mRhiZDFYGu,"[""Non Emergency [No Doctor]""]",choices,severity,1526,7,236171,121,2
Xzb_7_ADzr,"[""Exclude""]",choices,exclude,1527,7,236173,121,
M4e1_P6c18,"[""Emergency""]",choices,severity,1528,7,236174,121,0
"2MJMUousdW","[""Non Emergency [Doctor]""]",choices,severity,1529,7,236181,121,3
JEpI8yNwzY,"[""Emergency""]",choices,severity,1530,7,236184,121,0
F0LblPaDwa,"[""Emergency""]",choices,severity,1531,7,236186,121,0
bEDVgCWZgD,"[""Exclude""]",choices,exclude,1532,7,236187,121,
"3vt3-ipI0X","[""Emergency""]",choices,severity,1533,7,236178,121,0
N6cuwsOR9N,"[""Exclude""]",choices,exclude,1534,7,236287,121,
k5oRc_7U89,"[""Emergency""]",choices,severity,1535,7,236162,121,0
fS6AOYsveT,"[""Emergency""]",choices,severity,1536,7,236177,121,0
C4Lz4hHjGu,"[""Non Emergency [No Doctor]""]",choices,severity,1537,7,236249,121,2
ThZiSdgXm_,"[""Non Emergency [No Doctor]""]",choices,severity,1538,7,236283,121,2
i5W0D_1Urw,"[""Emergency""]",choices,severity,1539,7,236145,121,0
bopxA6r-Bc,"[""Emergency""]",choices,severity,1540,7,236161,121,0
"90rPl8m0kV","[""Emergency""]",choices,severity,1541,7,236191,121,0
"5xRjSyDtuY","[""Emergency""]",choices,severity,1542,7,236269,121,0
"3MEkdby9pW","[""Emergency""]",choices,severity,1543,7,236154,121,0
kAMrgqDN0Z,"[""Non Emergency [Doctor]""]",choices,severity,1544,7,236513,120,3
XCPs6voPok,"[""Emergency""]",choices,severity,1545,7,236165,121,0
rSvz2JGwTD,"[""Emergency""]",choices,severity,1546,7,236514,120,0
"31Jq2hUgOB","[""Emergency""]",choices,severity,1547,7,236168,121,0
b-CzQ-Okvm,"[""Non Emergency [No Doctor]""]",choices,severity,2035,7,237099,121,2
CWlA87KMZL,"[""Emergency""]",choices,severity,1548,7,236516,120,0
Imezg1X1w4,"[""Emergency""]",choices,severity,1549,7,236519,120,0
"71WBUlh0pc","[""Emergency""]",choices,severity,1550,7,236175,121,0
_utsVOABkY,"[""Exclude""]",choices,exclude,1551,7,236188,121,
"0Ekm5yd9Fp","[""Emergency""]",choices,severity,1552,7,236523,120,0
GjnZB0LIaW,"[""Emergency""]",choices,severity,1553,7,236196,121,0
VxIBdzvXe7,"[""Non Emergency [Doctor]""]",choices,severity,1554,7,236250,121,3
"9FTDU85FSW","[""Emergency""]",choices,severity,1555,7,236263,121,0
"3znj8hm9jc","[""Emergency""]",choices,severity,1556,7,236121,121,0
"5D0hscKjtj","[""Exclude""]",choices,exclude,1557,7,236140,121,
kHj_90CI8e,"[""Emergency""]",choices,severity,1558,7,236528,120,0
"1NE6ZT8USf","[""Emergency""]",choices,severity,1559,7,236160,121,0
dvyw3zY1P6,"[""Non Emergency [Doctor]""]",choices,severity,1560,7,236169,121,3
"9ObHZwOHtj","[""Emergency""]",choices,severity,1561,7,236533,120,0
QFwnvKkc1k,"[""Emergency""]",choices,severity,1562,7,236534,120,0
Q55oX5Jrqv,"[""Emergency""]",choices,severity,1563,7,236537,120,0
yjwL433018,"[""Non Emergency [No Doctor]""]",choices,severity,2040,7,237105,121,2
"9XH_pZ79Xo","[""Non Emergency [Doctor]""]",choices,severity,1564,7,236172,121,3
NGkjJNbyHe,"[""Emergency""]",choices,severity,1565,7,236548,120,0
b8B8wa0PsJ,"[""Emergency""]",choices,severity,1566,7,236358,121,0
WS7biYZAZu,"[""Non Emergency [Doctor]""]",choices,severity,1567,7,236431,121,3
DtRq8Hs3Ti,"[""Emergency""]",choices,severity,1568,7,236288,121,0
W1sxNAuc1b,"[""Emergency""]",choices,severity,1569,7,236351,121,0
ozMK2tnZxA,"[""Non Emergency [No Doctor]""]",choices,severity,1570,7,236405,121,2
iBb2sGZ8xq,"[""Non Emergency [Doctor]""]",choices,severity,1571,7,236424,121,3
"2oTTvbCt7M","[""Normal""]",choices,severity,1572,7,236197,121,1
LA8jU5VJYr,"[""Emergency""]",choices,severity,1573,7,236256,121,0
GyAElp9Wll,"[""Emergency""]",choices,severity,1574,7,236303,121,0
WcWDdFsmsA,"[""Non Emergency [No Doctor]""]",choices,severity,1575,7,236340,121,2
nBUhMrejyP,"[""Emergency""]",choices,severity,1577,7,236380,121,0
"70FOAqpqph","[""Exclude""]",choices,exclude,1578,7,236423,121,
oqXHA_2Scw,"[""Emergency""]",choices,severity,1579,7,236565,120,0
QZJDg32duX,"[""Non Emergency [No Doctor]""]",choices,severity,1580,7,236220,121,2
tnHTX4749Y,"[""Emergency""]",choices,severity,1581,7,236568,120,0
h5nQl1V_3n,"[""Normal""]",choices,severity,2077,7,237207,121,1
o5-sww2T2n,"[""Non Emergency [Doctor]""]",choices,severity,1582,7,236293,121,3
nhHKJp8shA,"[""Emergency""]",choices,severity,1584,7,236601,120,0
uuEqiwp-MZ,"[""Emergency""]",choices,severity,1585,7,236602,120,0
PMh_kPg5R8,"[""Emergency""]",choices,severity,1586,7,236604,120,0
"6agMiCnnvX","[""Non Emergency [Doctor]""]",choices,severity,1587,7,236608,120,3
uhOodnn0a0,"[""Non Emergency [No Doctor]""]",choices,severity,1588,7,236605,120,2
"8i0hoUkWaa","[""Non Emergency [Doctor]""]",choices,severity,1589,7,236609,120,3
n-LLW4wUy1,"[""Emergency""]",choices,severity,1590,7,236613,120,0
"3_pknFSg7U","[""Normal""]",choices,severity,1591,7,236616,120,1
CQvDxvmRtp,"[""Emergency""]",choices,severity,1592,7,236621,120,0
"3rK_h_KZNq","[""Normal""]",choices,severity,1593,7,236624,120,1
uzpbwERwtk,"[""Emergency""]",choices,severity,1594,7,236627,120,0
-f88mTkmVy,"[""Emergency""]",choices,severity,1595,7,236628,120,0
cqmfq7Hjyo,"[""Emergency""]",choices,severity,1596,7,236633,120,0
"6LigrhwYrn","[""Non Emergency [No Doctor]""]",choices,severity,1597,7,236634,120,2
NFJDWOlQHn,"[""Normal""]",choices,severity,1598,7,236636,120,1
sqyPcAqJCp,"[""Non Emergency [No Doctor]""]",choices,severity,1599,7,236637,120,2
zl7kr_YeBY,"[""Emergency""]",choices,severity,1600,7,236641,120,0
AR2SFfOq7p,"[""Emergency""]",choices,severity,1601,7,236674,120,0
Hkeh3VWP5c,"[""Emergency""]",choices,severity,1602,7,236678,120,0
B-iAZd02Lv,"[""Emergency""]",choices,severity,1603,7,236681,120,0
dAUqRR0uZ7,"[""Non Emergency [No Doctor]""]",choices,severity,1604,7,236682,120,2
"2JhH0Iu4wM","[""Non Emergency [Doctor]""]",choices,severity,1605,7,236176,120,3
em5z8oFo1f,"[""Normal""]",choices,severity,1606,7,236495,120,1
XbNCpNvsVO,"[""Normal""]",choices,severity,1607,7,236506,120,1
D3Lq7QHVw_,"[""Emergency""]",choices,severity,1608,7,236509,120,0
"56amAsOPjl","[""Normal""]",choices,severity,1609,7,236511,120,1
jxwBMTzufO,"[""Emergency""]",choices,severity,1610,7,236512,120,0
cMAQLshEZU,"[""Emergency""]",choices,severity,1612,7,236688,120,0
Sy8DVjWAiw,"[""Emergency""]",choices,severity,1613,7,236541,120,0
SKhVeMreNP,"[""Emergency""]",choices,severity,1614,7,236542,120,0
EaQAPBynsQ,"[""Non Emergency [No Doctor]""]",choices,severity,1615,7,236553,120,2
uD1ftFiP1L,"[""Non Emergency [No Doctor]""]",choices,severity,1616,7,236555,120,2
mvwF325yx6,"[""Non Emergency [Doctor]""]",choices,severity,1617,7,236564,120,3
U0hLqqU4j0,"[""Emergency""]",choices,severity,1618,7,236575,120,0
qWC4kvWw9x,"[""Normal""]",choices,severity,1619,7,236586,120,1
"5T2JDtNFmL","[""Emergency""]",choices,severity,1621,7,236589,120,0
XbW5lw1yuu,"[""Non Emergency [Doctor]""]",choices,severity,1622,7,236590,120,3
EWNkpKV9ML,"[""Non Emergency [Doctor]""]",choices,severity,1623,7,236593,120,3
QqshsWER4R,"[""Non Emergency [Doctor]""]",choices,severity,1624,7,236594,120,3
jF-3e1y24O,"[""Emergency""]",choices,severity,1625,7,236596,120,0
vRDYarKzEy,"[""Emergency""]",choices,severity,1626,7,236598,120,0
GkopqBtsLI,"[""Non Emergency [Doctor]""]",choices,severity,1627,7,236606,120,3
MiJXh8QTcX,"[""Emergency""]",choices,severity,1628,7,236607,120,0
LCz0t8tyvB,"[""Non Emergency [Doctor]""]",choices,severity,1629,7,236618,120,3
"9zwMO8UVX9","[""Non Emergency [Doctor]""]",choices,severity,1630,7,236625,120,3
BZiuSE4bL9,"[""Emergency""]",choices,severity,1631,7,236631,120,0
"9IuD0SndHY","[""Emergency""]",choices,severity,1632,7,236635,120,0
Vqsau8z-mQ,"[""Emergency""]",choices,severity,1633,7,236638,120,0
jldCPIZSVa,"[""Non Emergency [No Doctor]""]",choices,severity,1634,7,236648,120,2
"0cLTWVEcd-","[""Non Emergency [Doctor]""]",choices,severity,1635,7,236649,120,3
tw50T7s4dC,"[""Emergency""]",choices,severity,1636,7,236651,120,0
-fnmlVyWA5,"[""Non Emergency [No Doctor]""]",choices,severity,1637,7,236652,120,2
"0ssWZNtqI1","[""Emergency""]",choices,severity,1638,7,236740,120,0
"4vIab5i-wq","[""Emergency""]",choices,severity,1639,7,236673,120,0
GCu-q3boSJ,"[""Non Emergency [Doctor]""]",choices,severity,1640,7,236683,120,3
uimgkaC01M,"[""Non Emergency [No Doctor]""]",choices,severity,1641,7,236685,120,2
iM1w9VAqtL,"[""Emergency""]",choices,severity,1642,7,236686,120,0
d-ibkaKI-I,"[""Emergency""]",choices,severity,1653,7,236711,120,0
JWLSxz0zDn,"[""Emergency""]",choices,severity,1643,7,236690,120,0
zoMcMvP0M4,"[""Non Emergency [No Doctor]""]",choices,severity,1644,7,236691,120,2
_jgOxEpAqh,"[""Emergency""]",choices,severity,1645,7,236693,120,0
"2OHpRERC_V","[""Emergency""]",choices,severity,1646,7,236694,120,0
sPuaWlYW2S,"[""Emergency""]",choices,severity,1647,7,236701,120,0
PucDjs8wbg,"[""Emergency""]",choices,severity,1648,7,236702,120,0
zbmfXL5f0N,"[""Non Emergency [No Doctor]""]",choices,severity,1649,7,236704,120,2
"2_SQ1GQU5G","[""Non Emergency [Doctor]""]",choices,severity,1650,7,236705,120,3
EjFvjR1X5o,"[""Non Emergency [No Doctor]""]",choices,severity,1651,7,236708,120,2
"7GFHrLcIXv","[""Non Emergency [No Doctor]""]",choices,severity,1652,7,236709,120,2
Abet8eTx6z,"[""Non Emergency [No Doctor]""]",choices,severity,1654,7,236712,120,2
HyGmWBZaE8,"[""Emergency""]",choices,severity,1655,7,236716,120,0
Fcw9mZlYBu,"[""Non Emergency [Doctor]""]",choices,severity,1656,7,236717,120,3
"0XATpUcaPb","[""Non Emergency [No Doctor]""]",choices,severity,1657,7,236719,120,2
AJN1nNm8je,"[""Emergency""]",choices,severity,1658,7,236720,120,0
HxjvuD9Cib,"[""Emergency""]",choices,severity,1659,7,236723,120,0
"0AK6AqQCLV","[""Emergency""]",choices,severity,1660,7,236724,120,0
FpBMp4R0Lr,"[""Emergency""]",choices,severity,1661,7,236726,120,0
RFwNrixHvn,"[""Emergency""]",choices,severity,1662,7,236727,120,0
PS6TzMiVmK,"[""Non Emergency [Doctor]""]",choices,severity,1663,7,236732,120,3
"2MXtTbG4kc","[""Emergency""]",choices,severity,1665,7,236735,120,0
aKswV3-n-u,"[""Non Emergency [No Doctor]""]",choices,severity,1666,7,236783,120,2
w1QTMajGKw,"[""Emergency""]",choices,severity,1667,7,236766,120,0
"0j004nw6XT","[""Emergency""]",choices,severity,1668,7,236767,120,0
pFAg0pt_fU,"[""Non Emergency [No Doctor]""]",choices,severity,1669,7,236769,120,2
"51xGKM5MRS","[""Emergency""]",choices,severity,1670,7,236770,120,0
a4kvgcDMC8,"[""Emergency""]",choices,severity,1671,7,236774,120,0
hoYGVOayM-,"[""Emergency""]",choices,severity,1672,7,236775,120,0
LxDoTaHc1l,"[""Non Emergency [No Doctor]""]",choices,severity,1673,7,236778,120,2
DKjxfRI7f_,"[""Non Emergency [Doctor]""]",choices,severity,1674,7,236781,120,3
"3bMbIWJsKC","[""Emergency""]",choices,severity,1675,7,236736,120,0
qVbsV3ymac,"[""Emergency""]",choices,severity,1676,7,236730,120,0
"2MtoS-3wjC","[""Non Emergency [No Doctor]""]",choices,severity,1677,7,236729,120,2
Li7abkT0TM,"[""Non Emergency [No Doctor]""]",choices,severity,1678,7,236737,120,2
vD0VHmQ9d6,"[""Emergency""]",choices,severity,1679,7,236559,120,0
BgckvamdvY,"[""Emergency""]",choices,severity,1680,7,236562,120,0
Blbjff1XYl,"[""Non Emergency [No Doctor]""]",choices,severity,1682,7,236579,120,2
JflkPweOHL,"[""Emergency""]",choices,severity,1683,7,236583,120,0
ZGEdE9cKaE,"[""Non Emergency [No Doctor]""]",choices,severity,1684,7,236592,120,2
JRz1hlXnk_,"[""Emergency""]",choices,severity,1685,7,236595,120,0
bZxScViNkl,"[""Non Emergency [No Doctor]""]",choices,severity,1686,7,236600,120,2
W7V3AocGCD,"[""Emergency""]",choices,severity,1687,7,236639,120,0
ug2PYJZ1Y8,"[""Non Emergency [No Doctor]""]",choices,severity,1688,7,236647,120,2
fLdKaB_4px,"[""Emergency""]",choices,severity,1689,7,236571,120,0
Yzm9WYNOZX,"[""Non Emergency [No Doctor]""]",choices,severity,1690,7,236591,120,2
"2XVCUXc9Es","[""Emergency""]",choices,severity,1691,7,236620,120,0
J6GBwEt13_,"[""Non Emergency [No Doctor]""]",choices,severity,1692,7,236632,120,2
lAYS53ddcZ,"[""Emergency""]",choices,severity,1693,7,236644,120,0
_GTbPyyAW4,"[""Non Emergency [No Doctor]""]",choices,severity,1695,7,236662,120,2
PfTsQsJ8xs,"[""Non Emergency [No Doctor]""]",choices,severity,1696,7,236664,120,2
Ozop7nzqyt,"[""Emergency""]",choices,severity,1697,7,236665,120,0
M4qaCaQH2a,"[""Emergency""]",choices,severity,1698,7,236668,120,0
duViKt1jXc,"[""Non Emergency [No Doctor]""]",choices,severity,1699,7,236655,120,2
"7K33-zN5-f","[""Emergency""]",choices,severity,1700,7,236653,120,0
u7OKS--5dk,"[""Normal""]",choices,severity,1701,7,236658,120,1
"5daYcFyl5s","[""Emergency""]",choices,severity,1702,7,236672,120,0
tvX11N_SHG,"[""Emergency""]",choices,severity,1703,7,236676,120,0
n6nvVq7egS,"[""Non Emergency [Doctor]""]",choices,severity,1704,7,236677,120,3
iXBXW5ZE5I,"[""Emergency""]",choices,severity,1705,7,236684,120,0
WRQkN2-5DI,"[""Non Emergency [No Doctor]""]",choices,severity,2042,7,237107,121,2
JM21CR35Da,"[""Non Emergency [Doctor]""]",choices,severity,1706,7,236714,120,3
"3j_ovE5OyO","[""Non Emergency [No Doctor]""]",choices,severity,1707,7,236715,120,2
fnzNj4vVMy,"[""Emergency""]",choices,severity,1708,7,236721,120,0
_xEm-mtg21,"[""Emergency""]",choices,severity,1709,7,236722,120,0
IFeAMdB_bf,"[""Emergency""]",choices,severity,1710,7,236734,120,0
AClfjWuK_3,"[""Emergency""]",choices,severity,1711,7,236741,120,0
EFsG6FXsLs,"[""Emergency""]",choices,severity,1714,7,236749,120,0
JxKEN57a9a,"[""Emergency""]",choices,severity,1715,7,236750,120,0
uBDDYcgJt6,"[""Non Emergency [No Doctor]""]",choices,severity,1716,7,236753,120,2
QrhtFN2wm0,"[""Non Emergency [No Doctor]""]",choices,severity,1717,7,236754,120,2
-CVBdaMlMi,"[""Emergency""]",choices,severity,1718,7,236756,120,0
ntM6miPrYW,"[""Non Emergency [Doctor]""]",choices,severity,1719,7,236757,120,3
WagTvo9YhR,"[""Non Emergency [No Doctor]""]",choices,severity,1720,7,236761,120,2
i_rxbtHylx,"[""Emergency""]",choices,severity,1721,7,236796,120,0
oGT-hsI_DT,"[""Non Emergency [No Doctor]""]",choices,severity,1722,7,236797,120,2
hWmaPm5u4B,"[""Non Emergency [No Doctor]""]",choices,severity,2050,7,237111,121,2
"30MxSfZiny","[""Emergency""]",choices,severity,1723,7,236800,120,0
ZqkIroUgsN,"[""Emergency""]",choices,severity,1724,7,236803,120,0
"4y37JaJcyR","[""Non Emergency [No Doctor]""]",choices,severity,1725,7,236804,120,2
bGMTh_531T,"[""Emergency""]",choices,severity,1726,7,236809,120,0
S5BWobUboH,"[""Emergency""]",choices,severity,1727,7,236810,120,0
pF6vcx7_dy,"[""Emergency""]",choices,severity,1728,7,236812,120,0
a5T85xYgPs,"[""Emergency""]",choices,severity,1729,7,236813,120,0
lL3bdV-_0w,"[""Emergency""]",choices,severity,1730,7,236816,120,0
o8VNK5apa8,"[""Non Emergency [No Doctor]""]",choices,severity,1731,7,236817,120,2
nZg__TetBi,"[""Emergency""]",choices,severity,1732,7,236819,120,0
k--myoyaDF,"[""Non Emergency [No Doctor]""]",choices,severity,1733,7,236820,120,2
nnEhkUxOz2,"[""Non Emergency [No Doctor]""]",choices,severity,1734,7,236824,120,2
Dcvxyrn5yF,"[""Non Emergency [No Doctor]""]",choices,severity,1735,7,236825,120,2
"9nYlHXY58d","[""Emergency""]",choices,severity,1736,7,236827,120,0
Cbm4DAq0sg,"[""Non Emergency [No Doctor]""]",choices,severity,1737,7,236828,120,2
_3wkw7G0Tu,"[""Emergency""]",choices,severity,1738,7,236831,120,0
eIcFtcO4cv,"[""Non Emergency [No Doctor]""]",choices,severity,1773,7,236839,120,2
e7JRIkOouA,"[""Non Emergency [No Doctor]""]",choices,severity,1739,7,236832,120,2
"0_tFesuMlK","[""Non Emergency [No Doctor]""]",choices,severity,1740,7,236835,120,2
-7Pu4SiJBv,"[""Non Emergency [No Doctor]""]",choices,severity,1741,7,236840,120,2
CSkrT3sFKE,"[""Emergency""]",choices,severity,1742,7,236841,120,0
q9u7TLdACJ,"[""Non Emergency [No Doctor]""]",choices,severity,1743,7,236843,120,2
YtkNroDUdt,"[""Normal""]",choices,severity,1744,7,236847,120,1
BdKFqwoOEl,"[""Non Emergency [No Doctor]""]",choices,severity,1745,7,236848,120,2
lPUfx2wizW,"[""Emergency""]",choices,severity,1746,7,236850,120,0
_vC7pPWmz6,"[""Emergency""]",choices,severity,1747,7,236851,120,0
vfhTOpOkco,"[""Non Emergency [No Doctor]""]",choices,severity,1748,7,236855,120,2
fkl1hJwxTA,"[""Emergency""]",choices,severity,1749,7,236856,120,0
lHB7imdUis,"[""Non Emergency [Doctor]""]",choices,severity,1750,7,236859,120,3
"1NVoeg3fuc","[""Emergency""]",choices,severity,1751,7,236862,120,0
EpkfHITdkO,"[""Emergency""]",choices,severity,1752,7,236863,120,0
OkDJ0-w8dk,"[""Non Emergency [No Doctor]""]",choices,severity,1753,7,236760,120,2
lwApT4lJXD,"[""Emergency""]",choices,severity,1754,7,236762,120,0
w8wDbNkcmr,"[""Emergency""]",choices,severity,1755,7,236764,120,0
IJPiHL8g3i,"[""Emergency""]",choices,severity,1756,7,236765,120,0
MgQ4KjQBbT,"[""Non Emergency [No Doctor]""]",choices,severity,1757,7,236772,120,2
hemOV4r9XD,"[""Emergency""]",choices,severity,1758,7,236889,120,0
jLPVbt01TD,"[""Non Emergency [No Doctor]""]",choices,severity,1759,7,236779,120,2
"1gAEYXv8N4","[""Non Emergency [No Doctor]""]",choices,severity,1760,7,236785,120,2
"7M2I7GCrQe","[""Emergency""]",choices,severity,1761,7,236786,120,0
WRzFNbNgxP,"[""Emergency""]",choices,severity,1762,7,236788,120,0
wEbeT9AWcm,"[""Non Emergency [Doctor]""]",choices,severity,1763,7,236792,120,3
CZ-MAKeUaW,"[""Emergency""]",choices,severity,1764,7,236793,120,0
hIF1Uxx4DK,"[""Emergency""]",choices,severity,1765,7,236795,120,0
dLSN8rnuzw,"[""Non Emergency [No Doctor]""]",choices,severity,1766,7,236798,120,2
BekN1AmYxP,"[""Emergency""]",choices,severity,1767,7,236811,120,0
aRI_ptu4J7,"[""Emergency""]",choices,severity,1768,7,236814,120,0
UlrMEQG_a7,"[""Emergency""]",choices,severity,1769,7,236818,120,0
JcVb5JC5YW,"[""Non Emergency [No Doctor]""]",choices,severity,1770,7,236826,120,2
WsNtvNmHsB,"[""Emergency""]",choices,severity,1771,7,236829,120,0
dzHlW4nsZr,"[""Non Emergency [Doctor]""]",choices,severity,1772,7,236833,120,3
VrJt6hzF-I,"[""Emergency""]",choices,severity,1774,7,236842,120,0
"4hwH6OOUfo","[""Non Emergency [No Doctor]""]",choices,severity,1775,7,236845,120,2
DMphdKl_yG,"[""Emergency""]",choices,severity,1776,7,236846,120,0
hLH1BayigE,"[""Non Emergency [No Doctor]""]",choices,severity,1777,7,236853,120,2
TLrhJFWhN2,"[""Emergency""]",choices,severity,1778,7,236860,120,0
oKbLgP-YH7,"[""Emergency""]",choices,severity,1779,7,236868,120,0
I36XYJ2i7G,"[""Emergency""]",choices,severity,1780,7,236869,120,0
jYqw57iqph,"[""Non Emergency [No Doctor]""]",choices,severity,1781,7,236871,120,2
"8CvX7IeZtY","[""Emergency""]",choices,severity,1782,7,236886,120,0
VXlzU5F3sb,"[""Emergency""]",choices,severity,1783,7,236887,120,0
wUjmIbMyPn,"[""Emergency""]",choices,severity,1784,7,236890,120,0
UEIqHAkeLp,"[""Normal""]",choices,severity,1785,7,236891,120,1
x_qjVRH16F,"[""Non Emergency [No Doctor]""]",choices,severity,1786,7,236895,120,2
UFD5Qr8QC8,"[""Non Emergency [No Doctor]""]",choices,severity,1787,7,236898,120,2
-oe5XZwn9W,"[""Emergency""]",choices,severity,1788,7,236902,120,0
QqJ7kSfIDG,"[""Non Emergency [No Doctor]""]",choices,severity,1789,7,236436,121,2
"1afSthMD5U","[""Non Emergency [No Doctor]""]",choices,severity,1790,7,236505,121,2
